,DB12582,1437,-1,编号,数字部分,新编号
6565,DB01174,1544,1,210,01174,210
6566,DB01174,10170,1,210,01174,210
6567,DB01174,8864,1,210,01174,210
6568,DB01174,7378,1,210,01174,210
6569,DB01174,8565,1,210,01174,210
6570,DB01174,27250,-1,210,01174,210
6571,DB01174,3706,1,210,01174,210
6572,DB01174,27250,-1,210,01174,210
6573,DB01174,1236,-1,210,01174,210
6574,DB01174,7367,-1,210,01174,210
6575,DB01174,4017,1,210,01174,210
6576,DB01174,26471,1,210,01174,210
6577,DB01174,1490,-1,210,01174,210
6578,DB01174,1555,1,210,01174,210
6579,DB01174,5146,-1,210,01174,210
6580,DB01174,7136,-1,210,01174,210
6581,DB01174,1579,-1,210,01174,210
6582,DB01174,114088,1,210,01174,210
6583,DB01174,1558,1,210,01174,210
6584,DB01174,6720,-1,210,01174,210
6585,DB01174,3204,-1,210,01174,210
6586,DB01174,2617,1,210,01174,210
6587,DB01174,287,1,210,01174,210
6588,DB01174,7163,1,210,01174,210
6589,DB01174,5451,-1,210,01174,210
6590,DB01174,9992,1,210,01174,210
6591,DB01174,10631,-1,210,01174,210
6592,DB01174,1555,1,210,01174,210
6593,DB01174,929,1,210,01174,210
6594,DB01174,8863,1,210,01174,210
6595,DB01174,130,-1,210,01174,210
6596,DB01174,8614,1,210,01174,210
6597,DB01174,219699,1,210,01174,210
6598,DB01174,3553,1,210,01174,210
6599,DB01174,3162,1,210,01174,210
6600,DB01174,54490,-1,210,01174,210
6601,DB01174,1581,1,210,01174,210
6602,DB01174,1577,1,210,01174,210
6603,DB00444,1026,1,69,00444,69
6604,DB00444,1071,1,69,00444,69
6605,DB00444,10062,1,69,00444,69
6606,DB00444,8204,-1,69,00444,69
6607,DB00368,3162,1,56,00368,56
6608,DB00368,4318,1,56,00368,56
6609,DB00368,6648,1,56,00368,56
6610,DB00368,6280,1,56,00368,56
6611,DB00368,4313,1,56,00368,56
6612,DB00368,2152,1,56,00368,56
6613,DB00368,6279,1,56,00368,56
6614,DB08818,5243,1,336,08818,336
6615,DB08818,598,1,336,08818,336
6616,DB08818,5243,1,336,08818,336
6617,DB08818,5328,1,336,08818,336
6618,DB11145,9388,-1,377,11145,377
6619,DB11145,1036,-1,377,11145,377
6620,DB11145,23169,-1,377,11145,377
6621,DB11145,57405,-1,377,11145,377
6622,DB11145,2634,1,377,11145,377
6623,DB11145,563,1,377,11145,377
6624,DB11145,3976,1,377,11145,377
6625,DB11145,54332,-1,377,11145,377
6626,DB11145,26471,1,377,11145,377
6627,DB11145,25797,-1,377,11145,377
6628,DB11145,2181,-1,377,11145,377
6629,DB11145,7128,1,377,11145,377
6630,DB11145,2014,1,377,11145,377
6631,DB11145,55908,-1,377,11145,377
6632,DB11145,2646,1,377,11145,377
6633,DB11145,23322,-1,377,11145,377
6634,DB11145,7846,-1,377,11145,377
6635,DB11145,205564,-1,377,11145,377
6636,DB11145,5507,-1,377,11145,377
6637,DB11145,55027,-1,377,11145,377
6638,DB11145,51066,1,377,11145,377
6639,DB11145,5348,1,377,11145,377
6640,DB11145,3572,-1,377,11145,377
6641,DB11145,9120,-1,377,11145,377
6642,DB11145,10417,1,377,11145,377
6643,DB11145,5354,-1,377,11145,377
6644,DB11145,7402,1,377,11145,377
6645,DB11145,220965,-1,377,11145,377
6646,DB11145,253461,1,377,11145,377
6647,DB11145,4015,-1,377,11145,377
6648,DB11145,51380,-1,377,11145,377
6649,DB11145,5209,-1,377,11145,377
6650,DB11145,29948,1,377,11145,377
6651,DB11145,2886,1,377,11145,377
6652,DB11145,4495,-1,377,11145,377
6653,DB11145,55247,-1,377,11145,377
6654,DB11145,7779,-1,377,11145,377
6655,DB11145,2118,1,377,11145,377
6656,DB11145,360,-1,377,11145,377
6657,DB11145,5763,1,377,11145,377
6658,DB11145,23022,1,377,11145,377
6659,DB11145,55589,-1,377,11145,377
6660,DB11145,384,1,377,11145,377
6661,DB11145,11259,1,377,11145,377
6662,DB11145,133,-1,377,11145,377
6663,DB11145,11130,-1,377,11145,377
6664,DB11145,26577,-1,377,11145,377
6665,DB11145,1645,1,377,11145,377
6666,DB11145,79441,-1,377,11145,377
6667,DB11145,5534,-1,377,11145,377
6668,DB11145,152559,-1,377,11145,377
6669,DB11145,323,-1,377,11145,377
6670,DB11145,5225,1,377,11145,377
6671,DB11145,6906,1,377,11145,377
6672,DB11145,123,-1,377,11145,377
6673,DB11145,28231,1,377,11145,377
6674,DB11145,11082,-1,377,11145,377
6675,DB11145,27063,1,377,11145,377
6676,DB11145,79810,-1,377,11145,377
6677,DB11145,6581,-1,377,11145,377
6678,DB11145,79733,-1,377,11145,377
6679,DB11145,65243,-1,377,11145,377
6680,DB11145,39,-1,377,11145,377
6681,DB11145,9910,-1,377,11145,377
6682,DB11145,1678,-1,377,11145,377
6683,DB11145,8726,-1,377,11145,377
6684,DB11145,175,-1,377,11145,377
6685,DB11145,10174,1,377,11145,377
6686,DB11145,23545,-1,377,11145,377
6687,DB11145,5611,-1,377,11145,377
6688,DB11145,57016,1,377,11145,377
6689,DB11145,2353,-1,377,11145,377
6690,DB11145,7276,1,377,11145,377
6691,DB11145,10769,1,377,11145,377
6692,DB11145,64240,-1,377,11145,377
6693,DB11145,3491,1,377,11145,377
6694,DB11145,51363,1,377,11145,377
6695,DB11145,10129,1,377,11145,377
6696,DB11145,3156,-1,377,11145,377
6697,DB11145,54541,-1,377,11145,377
6698,DB11145,8317,-1,377,11145,377
6699,DB11145,3097,1,377,11145,377
6700,DB11145,1475,-1,377,11145,377
6701,DB11145,23753,-1,377,11145,377
6702,DB11145,2538,1,377,11145,377
6703,DB11145,6676,-1,377,11145,377
6704,DB11145,60558,-1,377,11145,377
6705,DB11145,1591,-1,377,11145,377
6706,DB11145,6822,1,377,11145,377
6707,DB11145,383,1,377,11145,377
6708,DB11145,10110,-1,377,11145,377
6709,DB11145,8553,-1,377,11145,377
6710,DB11145,1047,-1,377,11145,377
6711,DB11145,53340,-1,377,11145,377
6712,DB11145,10144,-1,377,11145,377
6713,DB11145,6491,-1,377,11145,377
6714,DB11145,5157,-1,377,11145,377
6715,DB11145,3958,-1,377,11145,377
6716,DB11145,3486,-1,377,11145,377
6717,DB11145,51136,-1,377,11145,377
6718,DB11145,10628,1,377,11145,377
6719,DB11145,7290,-1,377,11145,377
6720,DB11145,3399,-1,377,11145,377
6721,DB11145,999,-1,377,11145,377
6722,DB11145,83729,-1,377,11145,377
6723,DB11145,23023,1,377,11145,377
6724,DB11145,8743,1,377,11145,377
6725,DB11145,55332,1,377,11145,377
6726,DB11145,2627,-1,377,11145,377
6727,DB11145,7108,-1,377,11145,377
6728,DB11145,4494,-1,377,11145,377
6729,DB11145,23462,-1,377,11145,377
6730,DB11145,6307,-1,377,11145,377
6731,DB11145,1657,-1,377,11145,377
6732,DB11145,9134,-1,377,11145,377
6733,DB11145,154796,1,377,11145,377
6734,DB11145,51316,-1,377,11145,377
6735,DB11145,57817,-1,377,11145,377
6736,DB11145,26156,1,377,11145,377
6737,DB11145,64850,-1,377,11145,377
6738,DB01005,27300,-1,172,01005,172
6739,DB01005,641,-1,172,01005,172
6740,DB01005,1164,-1,172,01005,172
6741,DB01005,4193,1,172,01005,172
6742,DB01005,1026,1,172,01005,172
6743,DB01005,80273,-1,172,01005,172
6744,DB01005,5564,1,172,01005,172
6745,DB01005,7596,-1,172,01005,172
6746,DB01005,2956,-1,172,01005,172
6747,DB01005,79714,-1,172,01005,172
6748,DB01005,1376,-1,172,01005,172
6749,DB01005,10112,-1,172,01005,172
6750,DB01005,3838,-1,172,01005,172
6751,DB01005,22954,-1,172,01005,172
6752,DB01005,84722,-1,172,01005,172
6753,DB01005,83480,-1,172,01005,172
6754,DB01005,7508,1,172,01005,172
6755,DB01005,55810,-1,172,01005,172
6756,DB01005,9841,-1,172,01005,172
6757,DB01005,1643,1,172,01005,172
6758,DB01005,7832,1,172,01005,172
6759,DB01005,1869,-1,172,01005,172
6760,DB01005,1647,1,172,01005,172
6761,DB01005,10475,-1,172,01005,172
6762,DB01005,900,1,172,01005,172
6763,DB01005,65260,-1,172,01005,172
6764,DB01005,81875,-1,172,01005,172
6765,DB01005,23612,1,172,01005,172
6766,DB01005,355,1,172,01005,172
6767,DB01005,6510,-1,172,01005,172
6768,DB01005,79134,-1,172,01005,172
6769,DB01005,11065,-1,172,01005,172
6770,DB01005,5429,1,172,01005,172
6771,DB01005,581,1,172,01005,172
6772,DB01005,2055,-1,172,01005,172
6773,DB01005,1861,-1,172,01005,172
6774,DB01005,3312,1,172,01005,172
6775,DB01005,10950,-1,172,01005,172
6776,DB01005,26959,-1,172,01005,172
6777,DB01005,53918,-1,172,01005,172
6778,DB01005,22797,-1,172,01005,172
6779,DB01005,9518,1,172,01005,172
6780,DB01005,8321,-1,172,01005,172
6781,DB01005,55143,-1,172,01005,172
6782,DB01005,8493,1,172,01005,172
6783,DB01005,9189,-1,172,01005,172
6784,DB01005,57050,-1,172,01005,172
6785,DB01005,641,-1,172,01005,172
6786,DB01005,6310,-1,172,01005,172
6787,DB01005,8795,1,172,01005,172
6788,DB01005,6446,1,172,01005,172
6789,DB01005,5912,-1,172,01005,172
6790,DB00834,10974,-1,145,00834,145
6791,DB00834,29995,-1,145,00834,145
6792,DB00834,3357,1,145,00834,145
6793,DB00834,3486,1,145,00834,145
6794,DB00834,9148,1,145,00834,145
6795,DB00834,6840,1,145,00834,145
6796,DB00834,4325,1,145,00834,145
6797,DB00834,663,1,145,00834,145
6798,DB00834,6355,-1,145,00834,145
6799,DB00834,4314,1,145,00834,145
6800,DB00834,8507,1,145,00834,145
6801,DB00834,7010,1,145,00834,145
6802,DB00834,10101,1,145,00834,145
6803,DB00834,26229,-1,145,00834,145
6804,DB00834,9821,1,145,00834,145
6805,DB00834,25994,1,145,00834,145
6806,DB00834,1576,1,145,00834,145
6807,DB00834,5414,-1,145,00834,145
6808,DB00834,79822,1,145,00834,145
6809,DB00834,6374,1,145,00834,145
6810,DB00834,3291,1,145,00834,145
6811,DB00834,5796,1,145,00834,145
6812,DB00834,1280,-1,145,00834,145
6813,DB00834,9145,-1,145,00834,145
6814,DB00834,596,-1,145,00834,145
6815,DB00834,5337,1,145,00834,145
6816,DB00834,5327,1,145,00834,145
6817,DB00834,5625,-1,145,00834,145
6818,DB00834,2938,1,145,00834,145
6819,DB00834,23531,1,145,00834,145
6820,DB00834,301,1,145,00834,145
6821,DB00834,23523,1,145,00834,145
6822,DB00834,3598,1,145,00834,145
6823,DB00834,4319,1,145,00834,145
6824,DB00834,1499,1,145,00834,145
6825,DB00834,200081,-1,145,00834,145
6826,DB00834,3909,-1,145,00834,145
6827,DB00834,23136,1,145,00834,145
6828,DB00834,6833,-1,145,00834,145
6829,DB00834,4189,1,145,00834,145
6830,DB00834,5597,1,145,00834,145
6831,DB00834,65108,1,145,00834,145
6832,DB00834,83716,-1,145,00834,145
6833,DB00834,222,-1,145,00834,145
6834,DB00834,3624,1,145,00834,145
6835,DB00834,11211,1,145,00834,145
6836,DB00834,7132,1,145,00834,145
6837,DB00834,27286,1,145,00834,145
6838,DB00834,28962,1,145,00834,145
6839,DB00834,7381,1,145,00834,145
6840,DB00834,5523,1,145,00834,145
6841,DB00834,11196,1,145,00834,145
6842,DB00834,7082,1,145,00834,145
6843,DB00834,10563,-1,145,00834,145
6844,DB00834,8714,1,145,00834,145
6845,DB00834,3655,1,145,00834,145
6846,DB00834,6277,-1,145,00834,145
6847,DB00834,11014,1,145,00834,145
6848,DB00834,56915,-1,145,00834,145
6849,DB00834,9374,1,145,00834,145
6850,DB00834,1287,-1,145,00834,145
6851,DB00834,23403,-1,145,00834,145
6852,DB00834,6387,1,145,00834,145
6853,DB00834,2919,-1,145,00834,145
6854,DB00834,3248,-1,145,00834,145
6855,DB00834,290,-1,145,00834,145
6856,DB00834,5908,1,145,00834,145
6857,DB00834,637,1,145,00834,145
6858,DB00834,7057,1,145,00834,145
6859,DB00834,10464,-1,145,00834,145
6860,DB00834,581,1,145,00834,145
6861,DB00834,341,-1,145,00834,145
6862,DB00834,29926,-1,145,00834,145
6863,DB00834,55534,1,145,00834,145
6864,DB00834,1555,1,145,00834,145
6865,DB00834,23641,-1,145,00834,145
6866,DB00834,8326,1,145,00834,145
6867,DB00834,3983,1,145,00834,145
6868,DB00834,4609,-1,145,00834,145
6869,DB00834,7474,1,145,00834,145
6870,DB00834,9934,1,145,00834,145
6871,DB00834,60,-1,145,00834,145
6872,DB00834,2192,-1,145,00834,145
6873,DB00834,8323,1,145,00834,145
6874,DB00834,3112,-1,145,00834,145
6875,DB00834,5739,1,145,00834,145
6876,DB00834,9970,1,145,00834,145
6877,DB00834,55608,1,145,00834,145
6878,DB00834,6662,1,145,00834,145
6879,DB00834,6545,-1,145,00834,145
6880,DB00834,81847,1,145,00834,145
6881,DB00834,3488,-1,145,00834,145
6882,DB00834,6770,-1,145,00834,145
6883,DB00834,230,-1,145,00834,145
6884,DB00834,4857,1,145,00834,145
6885,DB00834,4060,1,145,00834,145
6886,DB00834,983,1,145,00834,145
6887,DB00834,54541,-1,145,00834,145
6888,DB00834,2162,1,145,00834,145
6889,DB00834,8714,1,145,00834,145
6890,DB00834,1728,-1,145,00834,145
6891,DB00834,7095,1,145,00834,145
6892,DB00834,1288,-1,145,00834,145
6893,DB00834,4131,1,145,00834,145
6894,DB00834,5352,1,145,00834,145
6895,DB00834,64750,1,145,00834,145
6896,DB00834,379,-1,145,00834,145
6897,DB00834,54918,1,145,00834,145
6898,DB00834,5425,-1,145,00834,145
6899,DB00834,1576,1,145,00834,145
6900,DB00834,6170,1,145,00834,145
6901,DB00834,10400,-1,145,00834,145
6902,DB00834,1009,1,145,00834,145
6903,DB00834,726,-1,145,00834,145
6904,DB00834,9019,-1,145,00834,145
6905,DB00834,56475,-1,145,00834,145
6906,DB00834,948,-1,145,00834,145
6907,DB00834,5176,-1,145,00834,145
6908,DB00834,5091,-1,145,00834,145
6909,DB00834,6674,1,145,00834,145
6910,DB00834,969,1,145,00834,145
6911,DB00834,5742,-1,145,00834,145
6912,DB00834,10998,-1,145,00834,145
6913,DB00834,51308,-1,145,00834,145
6914,DB00834,6357,-1,145,00834,145
6915,DB00834,3918,1,145,00834,145
6916,DB00834,3066,1,145,00834,145
6917,DB00834,2890,-1,145,00834,145
6918,DB00834,9112,-1,145,00834,145
6919,DB00834,391,-1,145,00834,145
6920,DB00834,28951,1,145,00834,145
6921,DB00834,10272,-1,145,00834,145
6922,DB00834,2697,1,145,00834,145
6923,DB00834,26580,-1,145,00834,145
6924,DB00834,6586,-1,145,00834,145
6925,DB00834,2953,-1,145,00834,145
6926,DB00834,7068,1,145,00834,145
6927,DB00834,11075,1,145,00834,145
6928,DB00834,25976,-1,145,00834,145
6929,DB00834,8506,-1,145,00834,145
6930,DB00834,1734,1,145,00834,145
6931,DB00834,5730,-1,145,00834,145
6932,DB00834,7923,-1,145,00834,145
6933,DB00834,23768,-1,145,00834,145
6934,DB00834,8630,-1,145,00834,145
6935,DB00834,1152,-1,145,00834,145
6936,DB00834,587,-1,145,00834,145
6937,DB00834,9255,1,145,00834,145
6938,DB00834,56925,1,145,00834,145
6939,DB00834,356,1,145,00834,145
6940,DB00834,4693,-1,145,00834,145
6941,DB00834,6376,1,145,00834,145
6942,DB00834,10610,1,145,00834,145
6943,DB09130,55602,-1,352,09130,352
6944,DB09130,5984,-1,352,09130,352
6945,DB09130,80216,1,352,09130,352
6946,DB09130,9644,1,352,09130,352
6947,DB09130,23354,-1,352,09130,352
6948,DB09130,55769,1,352,09130,352
6949,DB09130,3164,1,352,09130,352
6950,DB09130,51200,1,352,09130,352
6951,DB09130,7072,-1,352,09130,352
6952,DB09130,79682,-1,352,09130,352
6953,DB09130,1491,1,352,09130,352
6954,DB09130,7004,-1,352,09130,352
6955,DB09130,1054,1,352,09130,352
6956,DB09130,6662,-1,352,09130,352
6957,DB09130,5925,1,352,09130,352
6958,DB09130,5507,-1,352,09130,352
6959,DB09130,1454,1,352,09130,352
6960,DB09130,6498,-1,352,09130,352
6961,DB09130,3437,1,352,09130,352
6962,DB09130,55681,1,352,09130,352
6963,DB09130,2305,-1,352,09130,352
6964,DB09130,9879,-1,352,09130,352
6965,DB09130,4173,-1,352,09130,352
6966,DB09130,3394,-1,352,09130,352
6967,DB09130,7277,-1,352,09130,352
6968,DB09130,51715,1,352,09130,352
6969,DB09130,9119,-1,352,09130,352
6970,DB09130,54491,-1,352,09130,352
6971,DB09130,51199,-1,352,09130,352
6972,DB09130,9358,-1,352,09130,352
6973,DB09130,79892,-1,352,09130,352
6974,DB09130,23149,-1,352,09130,352
6975,DB09130,22882,1,352,09130,352
6976,DB09130,4189,1,352,09130,352
6977,DB09130,3486,-1,352,09130,352
6978,DB09130,3776,-1,352,09130,352
6979,DB09130,10730,1,352,09130,352
6980,DB09130,1353,-1,352,09130,352
6981,DB09130,1841,-1,352,09130,352
6982,DB09130,899,-1,352,09130,352
6983,DB09130,7903,1,352,09130,352
6984,DB09130,5159,1,352,09130,352
6985,DB09130,25862,1,352,09130,352
6986,DB09130,28978,-1,352,09130,352
6987,DB09130,9918,-1,352,09130,352
6988,DB09130,7064,-1,352,09130,352
6989,DB09130,80305,1,352,09130,352
6990,DB09130,5630,1,352,09130,352
6991,DB09130,4833,-1,352,09130,352
6992,DB09130,79073,-1,352,09130,352
6993,DB09130,89795,1,352,09130,352
6994,DB09130,4319,-1,352,09130,352
6995,DB09130,79651,1,352,09130,352
6996,DB09130,9156,-1,352,09130,352
6997,DB09130,2921,1,352,09130,352
6998,DB09130,8660,1,352,09130,352
6999,DB09130,54509,1,352,09130,352
7000,DB09130,1646,1,352,09130,352
7001,DB09130,7494,1,352,09130,352
7002,DB09130,5099,1,352,09130,352
7003,DB09130,6286,-1,352,09130,352
7004,DB09130,57214,1,352,09130,352
7005,DB09130,8975,-1,352,09130,352
7006,DB09130,3428,1,352,09130,352
7007,DB09130,5037,-1,352,09130,352
7008,DB09130,3310,-1,352,09130,352
7009,DB09130,10049,-1,352,09130,352
7010,DB09130,29901,-1,352,09130,352
7011,DB09130,7345,1,352,09130,352
7012,DB09130,2941,-1,352,09130,352
7013,DB09130,53335,-1,352,09130,352
7014,DB09130,7148,1,352,09130,352
7015,DB09130,91543,1,352,09130,352
7016,DB09130,351,-1,352,09130,352
7017,DB09130,25909,-1,352,09130,352
7018,DB09130,54873,-1,352,09130,352
7019,DB09130,7031,1,352,09130,352
7020,DB09130,5673,1,352,09130,352
7021,DB09130,1602,-1,352,09130,352
7022,DB09130,4493,1,352,09130,352
7023,DB09130,1365,-1,352,09130,352
7024,DB09130,3017,1,352,09130,352
7025,DB09130,55323,1,352,09130,352
7026,DB09130,10611,1,352,09130,352
7027,DB09130,5352,1,352,09130,352
7028,DB09130,1831,1,352,09130,352
7029,DB09130,55274,-1,352,09130,352
7030,DB09130,54664,1,352,09130,352
7031,DB09130,285,-1,352,09130,352
7032,DB09130,1138,-1,352,09130,352
7033,DB09130,64430,1,352,09130,352
7034,DB09130,1649,-1,352,09130,352
7035,DB09130,7177,-1,352,09130,352
7036,DB09130,8228,-1,352,09130,352
7037,DB09130,7582,1,352,09130,352
7038,DB09130,51421,1,352,09130,352
7039,DB09130,7804,1,352,09130,352
7040,DB09130,8661,-1,352,09130,352
7041,DB09130,9563,1,352,09130,352
7042,DB09130,10728,-1,352,09130,352
7043,DB09130,51106,-1,352,09130,352
7044,DB09130,10634,-1,352,09130,352
7045,DB09130,9516,1,352,09130,352
7046,DB09130,56889,-1,352,09130,352
7047,DB09130,6319,-1,352,09130,352
7048,DB09130,9060,-1,352,09130,352
7049,DB09130,5251,1,352,09130,352
7050,DB09130,133,-1,352,09130,352
7051,DB09130,1281,1,352,09130,352
7052,DB09130,174,1,352,09130,352
7053,DB09130,5168,1,352,09130,352
7054,DB09130,6470,-1,352,09130,352
7055,DB09130,518,-1,352,09130,352
7056,DB09130,7083,-1,352,09130,352
7057,DB09130,23352,1,352,09130,352
7058,DB09130,5026,-1,352,09130,352
7059,DB09130,55706,-1,352,09130,352
7060,DB09130,8507,1,352,09130,352
7061,DB09130,10677,1,352,09130,352
7062,DB09130,8318,-1,352,09130,352
7063,DB09130,10725,1,352,09130,352
7064,DB09130,6590,1,352,09130,352
7065,DB09130,56992,-1,352,09130,352
7066,DB09130,89853,-1,352,09130,352
7067,DB09130,8438,-1,352,09130,352
7068,DB09130,55568,1,352,09130,352
7069,DB09130,6717,-1,352,09130,352
7070,DB09130,23255,-1,352,09130,352
7071,DB09130,2109,-1,352,09130,352
7072,DB09130,6603,-1,352,09130,352
7073,DB09130,9837,-1,352,09130,352
7074,DB09130,4319,-1,352,09130,352
7075,DB09130,55711,-1,352,09130,352
7076,DB09130,8517,1,352,09130,352
7077,DB09130,55084,-1,352,09130,352
7078,DB09130,6495,-1,352,09130,352
7079,DB09130,23028,-1,352,09130,352
7080,DB09130,6929,-1,352,09130,352
7081,DB09130,51203,-1,352,09130,352
7082,DB09130,5680,1,352,09130,352
7083,DB09130,2113,1,352,09130,352
7084,DB09130,3398,-1,352,09130,352
7085,DB09130,56172,-1,352,09130,352
7086,DB09130,80004,-1,352,09130,352
7087,DB09130,3181,1,352,09130,352
7088,DB09130,7517,-1,352,09130,352
7089,DB09130,80210,-1,352,09130,352
7090,DB09130,4922,-1,352,09130,352
7091,DB09130,4817,1,352,09130,352
7092,DB09130,4133,1,352,09130,352
7093,DB09130,54806,1,352,09130,352
7094,DB09130,5432,-1,352,09130,352
7095,DB09130,351,-1,352,09130,352
7096,DB09130,8614,1,352,09130,352
7097,DB09130,10254,1,352,09130,352
7098,DB09130,4175,-1,352,09130,352
7099,DB09130,79627,-1,352,09130,352
7100,DB09130,4014,-1,352,09130,352
7101,DB09130,9076,1,352,09130,352
7102,DB09130,23411,-1,352,09130,352
7103,DB09130,54855,-1,352,09130,352
7104,DB09130,4116,-1,352,09130,352
7105,DB09130,331,1,352,09130,352
7106,DB09130,7702,-1,352,09130,352
7107,DB09130,2201,1,352,09130,352
7108,DB09130,57535,1,352,09130,352
7109,DB09130,2669,-1,352,09130,352
7110,DB09130,81669,1,352,09130,352
7111,DB09130,3183,-1,352,09130,352
7112,DB09130,55640,-1,352,09130,352
7113,DB09130,716,1,352,09130,352
7114,DB09130,4319,-1,352,09130,352
7115,DB09130,3576,1,352,09130,352
7116,DB09130,83451,-1,352,09130,352
7117,DB09130,56890,-1,352,09130,352
7118,DB09130,7124,1,352,09130,352
7119,DB09130,2152,1,352,09130,352
7120,DB09130,29899,-1,352,09130,352
7121,DB09130,3309,1,352,09130,352
7122,DB09130,51646,1,352,09130,352
7123,DB09130,8322,-1,352,09130,352
7124,DB09130,8021,-1,352,09130,352
7125,DB09130,10457,1,352,09130,352
7126,DB09130,56731,-1,352,09130,352
7127,DB09130,8878,1,352,09130,352
7128,DB09130,113791,1,352,09130,352
7129,DB09130,5704,-1,352,09130,352
7130,DB09130,5521,-1,352,09130,352
7131,DB09130,1317,1,352,09130,352
7132,DB09130,25888,1,352,09130,352
7133,DB09130,399665,1,352,09130,352
7134,DB09130,3460,1,352,09130,352
7135,DB09130,4638,1,352,09130,352
7136,DB09130,2200,1,352,09130,352
7137,DB09130,22941,1,352,09130,352
7138,DB09130,965,1,352,09130,352
7139,DB09130,29890,-1,352,09130,352
7140,DB09130,64847,1,352,09130,352
7141,DB09130,84722,-1,352,09130,352
7142,DB09130,1153,1,352,09130,352
7143,DB09130,1950,1,352,09130,352
7144,DB09130,2730,1,352,09130,352
7145,DB09130,4744,-1,352,09130,352
7146,DB09130,54813,1,352,09130,352
7147,DB09130,2317,1,352,09130,352
7148,DB09130,60436,-1,352,09130,352
7149,DB09130,55284,1,352,09130,352
7150,DB09130,5478,-1,352,09130,352
7151,DB09130,4893,-1,352,09130,352
7152,DB09130,10979,1,352,09130,352
7153,DB09130,2737,-1,352,09130,352
7154,DB09130,9709,1,352,09130,352
7155,DB09130,4879,1,352,09130,352
7156,DB09130,10528,-1,352,09130,352
7157,DB09130,1317,1,352,09130,352
7158,DB09130,10626,1,352,09130,352
7159,DB09130,51752,1,352,09130,352
7160,DB09130,54847,-1,352,09130,352
7161,DB09130,23310,-1,352,09130,352
7162,DB09130,4599,1,352,09130,352
7163,DB09130,7025,-1,352,09130,352
7164,DB09130,55559,-1,352,09130,352
7165,DB09130,220988,-1,352,09130,352
7166,DB09130,2982,-1,352,09130,352
7167,DB09130,25937,-1,352,09130,352
7168,DB09130,79805,-1,352,09130,352
7169,DB09130,961,1,352,09130,352
7170,DB09130,2280,-1,352,09130,352
7171,DB09130,6857,1,352,09130,352
7172,DB09130,5732,-1,352,09130,352
7173,DB09130,5832,-1,352,09130,352
7174,DB09130,6004,-1,352,09130,352
7175,DB09130,3714,1,352,09130,352
7176,DB09130,3305,-1,352,09130,352
7177,DB09130,7844,1,352,09130,352
7178,DB09130,231,1,352,09130,352
7179,DB09130,7779,-1,352,09130,352
7180,DB09130,10970,1,352,09130,352
7181,DB09130,388,-1,352,09130,352
7182,DB09130,1479,-1,352,09130,352
7183,DB09130,10736,-1,352,09130,352
7184,DB09130,1278,1,352,09130,352
7185,DB09130,64943,-1,352,09130,352
7186,DB09130,7852,-1,352,09130,352
7187,DB09130,7032,1,352,09130,352
7188,DB09130,1382,-1,352,09130,352
7189,DB09130,23645,-1,352,09130,352
7190,DB09130,89944,-1,352,09130,352
7191,DB09130,26298,-1,352,09130,352
7192,DB09130,1677,-1,352,09130,352
7193,DB09130,26271,-1,352,09130,352
7194,DB09130,10049,-1,352,09130,352
7195,DB09130,4084,-1,352,09130,352
7196,DB09130,3491,1,352,09130,352
7197,DB09130,23429,-1,352,09130,352
7198,DB09130,51131,1,352,09130,352
7199,DB09130,321,-1,352,09130,352
7200,DB09130,2534,1,352,09130,352
7201,DB09130,27,1,352,09130,352
7202,DB09130,4172,-1,352,09130,352
7203,DB09130,1647,1,352,09130,352
7204,DB09130,8607,-1,352,09130,352
7205,DB09130,4047,-1,352,09130,352
7206,DB09130,6884,-1,352,09130,352
7207,DB09130,8125,-1,352,09130,352
7208,DB09130,51728,-1,352,09130,352
7209,DB09130,11065,-1,352,09130,352
7210,DB09130,22936,-1,352,09130,352
7211,DB09130,55355,-1,352,09130,352
7212,DB09130,983,-1,352,09130,352
7213,DB09130,1644,1,352,09130,352
7214,DB09130,8061,1,352,09130,352
7215,DB09130,6947,-1,352,09130,352
7216,DB09130,6667,1,352,09130,352
7217,DB09130,4501,1,352,09130,352
7218,DB09130,54834,1,352,09130,352
7219,DB09130,7385,1,352,09130,352
7220,DB09130,2013,-1,352,09130,352
7221,DB09130,3303,1,352,09130,352
7222,DB09130,5271,1,352,09130,352
7223,DB09130,10561,1,352,09130,352
7224,DB09130,25994,-1,352,09130,352
7225,DB09130,7343,-1,352,09130,352
7226,DB09130,8829,1,352,09130,352
7227,DB09130,2274,1,352,09130,352
7228,DB09130,117247,-1,352,09130,352
7229,DB09130,9531,-1,352,09130,352
7230,DB09130,2181,-1,352,09130,352
7231,DB09130,2161,-1,352,09130,352
7232,DB09130,10376,-1,352,09130,352
7233,DB09130,201163,-1,352,09130,352
7234,DB09130,4128,-1,352,09130,352
7235,DB09130,4940,-1,352,09130,352
7236,DB09130,79622,-1,352,09130,352
7237,DB09130,84612,1,352,09130,352
7238,DB09130,54498,-1,352,09130,352
7239,DB09130,440,1,352,09130,352
7240,DB09130,51129,-1,352,09130,352
7241,DB09130,3688,1,352,09130,352
7242,DB09130,26060,-1,352,09130,352
7243,DB09130,10682,-1,352,09130,352
7244,DB09130,796,1,352,09130,352
7245,DB09130,5352,1,352,09130,352
7246,DB09130,5447,1,352,09130,352
7247,DB09130,7673,1,352,09130,352
