,DB12582,1437,-1,编号,数字部分,新编号
36848,DB00091,896,-1,1,00091,1
36849,DB00091,6809,1,1,00091,1
36850,DB00091,3607,1,1,00091,1
36851,DB00091,29775,-1,1,00091,1
36852,DB00091,1645,1,1,00091,1
36853,DB00091,894,1,1,00091,1
36854,DB00091,230,-1,1,00091,1
36855,DB00091,1265,1,1,00091,1
36856,DB00091,81608,1,1,00091,1
36857,DB00091,9980,1,1,00091,1
36858,DB00091,373156,-1,1,00091,1
36859,DB00091,22841,1,1,00091,1
36860,DB00091,10049,-1,1,00091,1
36861,DB00091,29114,1,1,00091,1
36862,DB00091,55153,1,1,00091,1
36863,DB00091,6252,-1,1,00091,1
36864,DB00091,27074,1,1,00091,1
36865,DB00091,10540,1,1,00091,1
36866,DB00091,23242,-1,1,00091,1
36867,DB00091,9466,1,1,00091,1
36868,DB00091,4288,-1,1,00091,1
36869,DB00091,10580,-1,1,00091,1
36870,DB00091,9265,1,1,00091,1
36871,DB00091,51280,1,1,00091,1
36872,DB00091,3293,-1,1,00091,1
36873,DB00091,1017,-1,1,00091,1
36874,DB00091,1497,-1,1,00091,1
36875,DB00091,51715,-1,1,00091,1
36876,DB00091,64118,-1,1,00091,1
36877,DB00091,11153,1,1,00091,1
36878,DB00091,26054,-1,1,00091,1
36879,DB00091,10492,-1,1,00091,1
36880,DB00091,11215,-1,1,00091,1
36881,DB00091,79624,-1,1,00091,1
36882,DB00091,8721,1,1,00091,1
36883,DB00091,55825,-1,1,00091,1
36884,DB00091,51313,-1,1,00091,1
36885,DB00091,10231,1,1,00091,1
36886,DB00091,26099,1,1,00091,1
36887,DB00091,868,1,1,00091,1
36888,DB00091,1808,-1,1,00091,1
36889,DB00091,4218,-1,1,00091,1
36890,DB00091,7077,1,1,00091,1
36891,DB00091,1326,-1,1,00091,1
36892,DB00091,2261,-1,1,00091,1
36893,DB00091,54959,-1,1,00091,1
36894,DB00091,390,1,1,00091,1
36895,DB00091,81890,-1,1,00091,1
36896,DB00091,2237,-1,1,00091,1
36897,DB00091,3745,-1,1,00091,1
36898,DB00091,522,-1,1,00091,1
36899,DB00091,50650,-1,1,00091,1
36900,DB00091,57205,-1,1,00091,1
36901,DB00091,11340,1,1,00091,1
36902,DB00091,63891,-1,1,00091,1
36903,DB00091,2926,-1,1,00091,1
36904,DB00091,6477,1,1,00091,1
36905,DB00091,29082,1,1,00091,1
36906,DB00091,794,1,1,00091,1
36907,DB00091,23676,-1,1,00091,1
36908,DB00091,89910,-1,1,00091,1
36909,DB00091,25814,-1,1,00091,1
36910,DB00091,5287,-1,1,00091,1
36911,DB00091,4190,-1,1,00091,1
36912,DB00091,92579,-1,1,00091,1
36913,DB00091,9197,1,1,00091,1
36914,DB00091,3589,1,1,00091,1
36915,DB00091,3312,1,1,00091,1
36916,DB00091,4616,1,1,00091,1
36917,DB00091,5238,1,1,00091,1
36918,DB00091,10161,-1,1,00091,1
36919,DB00091,55197,-1,1,00091,1
36920,DB00091,3508,1,1,00091,1
36921,DB00091,3652,-1,1,00091,1
36922,DB00091,79915,-1,1,00091,1
36923,DB00091,2542,-1,1,00091,1
36924,DB00091,79583,1,1,00091,1
36925,DB00091,387893,1,1,00091,1
36926,DB00091,5887,1,1,00091,1
36927,DB00091,79183,-1,1,00091,1
36928,DB00091,30837,1,1,00091,1
36929,DB00091,7324,1,1,00091,1
36930,DB00091,10422,-1,1,00091,1
36931,DB00091,23379,1,1,00091,1
36932,DB00091,7110,1,1,00091,1
36933,DB00091,30836,1,1,00091,1
36934,DB00091,84061,1,1,00091,1
36935,DB00091,10607,1,1,00091,1
36936,DB00091,90141,-1,1,00091,1
36937,DB00091,30850,1,1,00091,1
36938,DB00091,9,-1,1,00091,1
36939,DB00091,1122,-1,1,00091,1
36940,DB00091,25988,1,1,00091,1
36941,DB00091,56474,-1,1,00091,1
36942,DB00091,23619,-1,1,00091,1
36943,DB00091,55128,-1,1,00091,1
36944,DB00091,11104,1,1,00091,1
36945,DB00091,4071,-1,1,00091,1
36946,DB00091,3858,1,1,00091,1
36947,DB00091,9990,-1,1,00091,1
36948,DB00091,22849,1,1,00091,1
36949,DB00091,3796,1,1,00091,1
36950,DB00091,8991,-1,1,00091,1
36951,DB00091,221749,1,1,00091,1
36952,DB00091,9209,1,1,00091,1
36953,DB00091,23223,1,1,00091,1
36954,DB00091,9451,1,1,00091,1
36955,DB00091,64170,-1,1,00091,1
36956,DB00091,8496,-1,1,00091,1
36957,DB00091,7543,-1,1,00091,1
36958,DB00091,22838,1,1,00091,1
36959,DB00091,22976,-1,1,00091,1
36960,DB00091,10180,1,1,00091,1
36961,DB00091,3491,-1,1,00091,1
36962,DB00091,80012,1,1,00091,1
36963,DB00091,10026,-1,1,00091,1
36964,DB00091,55781,1,1,00091,1
36965,DB00091,8270,1,1,00091,1
36966,DB00091,6293,-1,1,00091,1
36967,DB00091,5781,-1,1,00091,1
36968,DB00091,10480,1,1,00091,1
36969,DB00091,2287,-1,1,00091,1
36970,DB00091,1032,1,1,00091,1
36971,DB00091,55686,1,1,00091,1
36972,DB00091,4953,-1,1,00091,1
36973,DB00091,29066,1,1,00091,1
36974,DB00091,1643,-1,1,00091,1
36975,DB00091,2766,-1,1,00091,1
36976,DB00091,740,-1,1,00091,1
36977,DB00091,1676,1,1,00091,1
36978,DB00091,11231,-1,1,00091,1
36979,DB00091,201626,1,1,00091,1
36980,DB00091,685,1,1,00091,1
36981,DB00091,10123,-1,1,00091,1
36982,DB00091,54838,-1,1,00091,1
36983,DB00091,687,-1,1,00091,1
36984,DB00091,1843,1,1,00091,1
36985,DB00091,56996,-1,1,00091,1
36986,DB00091,6184,1,1,00091,1
36987,DB00091,114908,1,1,00091,1
36988,DB00091,11316,1,1,00091,1
36989,DB00091,54863,1,1,00091,1
36990,DB00091,2872,1,1,00091,1
36991,DB00091,10531,1,1,00091,1
36992,DB00091,22822,1,1,00091,1
36993,DB00091,4323,1,1,00091,1
36994,DB00091,29948,1,1,00091,1
36995,DB00091,22943,-1,1,00091,1
36996,DB00091,10573,-1,1,00091,1
36997,DB00091,7105,-1,1,00091,1
36998,DB00091,3818,-1,1,00091,1
36999,DB00091,10472,-1,1,00091,1
37000,DB00091,60509,-1,1,00091,1
37001,DB00091,6949,1,1,00091,1
37002,DB00091,10069,-1,1,00091,1
37003,DB00091,5660,1,1,00091,1
37004,DB00091,63895,-1,1,00091,1
37005,DB00091,7286,1,1,00091,1
37006,DB00091,23421,-1,1,00091,1
37007,DB00091,25840,-1,1,00091,1
37008,DB00091,5074,1,1,00091,1
37009,DB00091,7706,1,1,00091,1
37010,DB00091,9842,1,1,00091,1
37011,DB00091,9532,1,1,00091,1
37012,DB00091,56944,-1,1,00091,1
37013,DB00091,4637,1,1,00091,1
37014,DB00091,6396,-1,1,00091,1
37015,DB00091,145389,1,1,00091,1
37016,DB00091,57460,-1,1,00091,1
37017,DB00091,6834,-1,1,00091,1
37018,DB00091,22856,-1,1,00091,1
37019,DB00091,54974,1,1,00091,1
37020,DB00091,2161,-1,1,00091,1
37021,DB00091,3631,1,1,00091,1
37022,DB00091,8573,1,1,00091,1
37023,DB00091,55695,1,1,00091,1
37024,DB00091,316,-1,1,00091,1
37025,DB00091,11183,1,1,00091,1
37026,DB00091,5716,1,1,00091,1
37027,DB00091,64579,1,1,00091,1
37028,DB00091,6301,1,1,00091,1
37029,DB00091,55131,1,1,00091,1
37030,DB00091,3430,-1,1,00091,1
37031,DB00091,37,1,1,00091,1
37032,DB00091,5033,-1,1,00091,1
37033,DB00091,7936,1,1,00091,1
37034,DB00091,5218,-1,1,00091,1
37035,DB00091,55323,1,1,00091,1
37036,DB00091,2620,-1,1,00091,1
37037,DB00091,11261,1,1,00091,1
37038,DB00091,10055,1,1,00091,1
37039,DB00091,81790,-1,1,00091,1
37040,DB00091,26031,-1,1,00091,1
37041,DB00091,10484,1,1,00091,1
37042,DB00091,670,-1,1,00091,1
37043,DB00091,10380,-1,1,00091,1
37044,DB00091,1499,-1,1,00091,1
37045,DB00091,55288,1,1,00091,1
37046,DB00091,4641,1,1,00091,1
37047,DB00091,55367,1,1,00091,1
37048,DB00091,22916,-1,1,00091,1
37049,DB00091,4804,1,1,00091,1
37050,DB00091,51634,1,1,00091,1
37051,DB00091,23141,1,1,00091,1
37052,DB00091,29926,1,1,00091,1
37053,DB00091,63891,-1,1,00091,1
37054,DB00091,25987,-1,1,00091,1
37055,DB00091,54839,1,1,00091,1
37056,DB00091,25855,1,1,00091,1
37057,DB00091,51540,-1,1,00091,1
37058,DB00091,64429,1,1,00091,1
37059,DB00091,665,-1,1,00091,1
37060,DB00091,638,1,1,00091,1
37061,DB00091,3337,1,1,00091,1
37062,DB00091,65003,-1,1,00091,1
37063,DB00091,22978,-1,1,00091,1
37064,DB00091,5982,-1,1,00091,1
37065,DB00091,6280,-1,1,00091,1
37066,DB00091,6303,-1,1,00091,1
37067,DB00091,4286,-1,1,00091,1
37068,DB00091,22977,-1,1,00091,1
37069,DB00091,7494,1,1,00091,1
37070,DB00091,136,1,1,00091,1
37071,DB00091,92154,-1,1,00091,1
37072,DB00091,8542,-1,1,00091,1
37073,DB00091,10614,-1,1,00091,1
37074,DB00091,65055,-1,1,00091,1
37075,DB00091,9781,-1,1,00091,1
37076,DB00091,3080,-1,1,00091,1
37077,DB00091,10793,1,1,00091,1
37078,DB00091,56915,1,1,00091,1
37079,DB00091,9584,1,1,00091,1
37080,DB00091,8394,-1,1,00091,1
37081,DB00091,51163,-1,1,00091,1
37082,DB00091,54942,1,1,00091,1
37083,DB00091,249,-1,1,00091,1
37084,DB00091,23603,-1,1,00091,1
37085,DB00091,3484,1,1,00091,1
37086,DB00091,3053,-1,1,00091,1
37087,DB00091,8148,-1,1,00091,1
37088,DB00091,2869,-1,1,00091,1
37089,DB00091,654,1,1,00091,1
37090,DB00091,65117,1,1,00091,1
37091,DB00091,57162,1,1,00091,1
37092,DB00091,114,-1,1,00091,1
37093,DB00091,81932,-1,1,00091,1
37094,DB00091,1318,-1,1,00091,1
37095,DB00091,80195,-1,1,00091,1
37096,DB00091,1540,-1,1,00091,1
37097,DB00091,8409,1,1,00091,1
37098,DB00091,7840,1,1,00091,1
37099,DB00091,2014,1,1,00091,1
37100,DB00091,10351,-1,1,00091,1
37101,DB00091,7363,-1,1,00091,1
37102,DB00091,8870,1,1,00091,1
37103,DB00091,4957,1,1,00091,1
37104,DB00091,56128,-1,1,00091,1
37105,DB00091,80028,-1,1,00091,1
37106,DB00091,28990,-1,1,00091,1
37107,DB00091,23589,-1,1,00091,1
37108,DB00091,79745,1,1,00091,1
37109,DB00091,1353,-1,1,00091,1
37110,DB00091,9391,-1,1,00091,1
37111,DB00091,219699,1,1,00091,1
37112,DB00091,3281,-1,1,00091,1
37113,DB00091,79611,-1,1,00091,1
37114,DB00091,26056,1,1,00091,1
37115,DB00091,80144,-1,1,00091,1
37116,DB00091,8639,-1,1,00091,1
37117,DB00091,51090,-1,1,00091,1
37118,DB00091,54555,1,1,00091,1
37119,DB00091,51495,-1,1,00091,1
37120,DB00091,57127,-1,1,00091,1
37121,DB00091,3320,1,1,00091,1
37122,DB00091,54894,-1,1,00091,1
37123,DB00091,466,1,1,00091,1
37124,DB00091,4601,-1,1,00091,1
37125,DB00091,51170,-1,1,00091,1
37126,DB00091,51167,1,1,00091,1
37127,DB00091,22883,-1,1,00091,1
37128,DB00091,80224,-1,1,00091,1
37129,DB00091,56159,-1,1,00091,1
37130,DB00091,79586,-1,1,00091,1
37131,DB00091,9818,1,1,00091,1
37132,DB00091,9188,1,1,00091,1
37133,DB00091,4696,-1,1,00091,1
37134,DB00091,10252,-1,1,00091,1
37135,DB00091,3554,-1,1,00091,1
37136,DB00091,1198,1,1,00091,1
37137,DB00091,4884,-1,1,00091,1
37138,DB00091,3155,-1,1,00091,1
37139,DB00091,1956,1,1,00091,1
37140,DB00091,23169,-1,1,00091,1
37141,DB00091,53918,1,1,00091,1
37142,DB00091,9764,1,1,00091,1
37143,DB00091,4199,1,1,00091,1
37144,DB00091,757,-1,1,00091,1
37145,DB00091,27329,-1,1,00091,1
37146,DB00091,4121,-1,1,00091,1
37147,DB00091,327,-1,1,00091,1
37148,DB00091,81611,-1,1,00091,1
37149,DB00091,6835,-1,1,00091,1
37150,DB00091,5910,1,1,00091,1
37151,DB00091,9480,-1,1,00091,1
37152,DB00091,9240,1,1,00091,1
37153,DB00091,79746,-1,1,00091,1
37154,DB00091,7866,1,1,00091,1
37155,DB00091,54855,-1,1,00091,1
37156,DB00091,54507,-1,1,00091,1
37157,DB00091,6045,1,1,00091,1
37158,DB00091,11072,-1,1,00091,1
37159,DB00091,3242,-1,1,00091,1
37160,DB00091,2109,-1,1,00091,1
37161,DB00091,81,-1,1,00091,1
37162,DB00091,375790,-1,1,00091,1
37163,DB00091,7791,1,1,00091,1
37164,DB00091,51014,1,1,00091,1
37165,DB00091,51318,-1,1,00091,1
37166,DB00091,2028,-1,1,00091,1
37167,DB00091,9949,-1,1,00091,1
37168,DB00091,25998,1,1,00091,1
37169,DB00091,54101,-1,1,00091,1
37170,DB00091,55163,-1,1,00091,1
37171,DB00091,3880,-1,1,00091,1
37172,DB00091,8824,-1,1,00091,1
37173,DB00091,51192,-1,1,00091,1
37174,DB00091,10966,-1,1,00091,1
37175,DB00091,7163,1,1,00091,1
37176,DB00091,28960,1,1,00091,1
37177,DB00091,80110,-1,1,00091,1
37178,DB00091,55769,-1,1,00091,1
37179,DB00091,2649,1,1,00091,1
37180,DB00091,1457,1,1,00091,1
37181,DB00091,64080,-1,1,00091,1
37182,DB00091,8406,1,1,00091,1
37183,DB00091,6453,-1,1,00091,1
37184,DB00091,10643,-1,1,00091,1
37185,DB00091,5911,-1,1,00091,1
37186,DB00091,9175,-1,1,00091,1
37187,DB00091,382,1,1,00091,1
37188,DB00091,11254,-1,1,00091,1
37189,DB00091,7374,-1,1,00091,1
37190,DB00091,9111,1,1,00091,1
37191,DB00091,8431,-1,1,00091,1
37192,DB00091,10092,1,1,00091,1
37193,DB00091,3897,1,1,00091,1
37194,DB00091,84790,1,1,00091,1
37195,DB00091,9474,1,1,00091,1
37196,DB00091,28971,-1,1,00091,1
37197,DB00091,55213,1,1,00091,1
37198,DB00091,55008,-1,1,00091,1
37199,DB00091,9061,-1,1,00091,1
37200,DB00091,81493,-1,1,00091,1
37201,DB00091,663,1,1,00091,1
37202,DB00091,22998,-1,1,00091,1
37203,DB00091,8000,-1,1,00091,1
37204,DB00091,54541,1,1,00091,1
37205,DB00091,4552,-1,1,00091,1
37206,DB00091,9445,-1,1,00091,1
37207,DB00091,4085,-1,1,00091,1
37208,DB00091,6097,-1,1,00091,1
37209,DB00091,83442,1,1,00091,1
37210,DB00091,727,-1,1,00091,1
37211,DB00091,332,-1,1,00091,1
37212,DB00091,8869,-1,1,00091,1
37213,DB00091,1361,-1,1,00091,1
37214,DB00091,51773,1,1,00091,1
37215,DB00091,4154,-1,1,00091,1
37216,DB00091,13,-1,1,00091,1
37217,DB00091,1196,-1,1,00091,1
37218,DB00091,8539,-1,1,00091,1
37219,DB00091,18,-1,1,00091,1
37220,DB00091,2887,1,1,00091,1
37221,DB00091,5106,1,1,00091,1
37222,DB00091,26873,-1,1,00091,1
37223,DB00091,9737,1,1,00091,1
37224,DB00091,824,1,1,00091,1
37225,DB00091,3931,-1,1,00091,1
37226,DB00091,23397,-1,1,00091,1
37227,DB00091,27297,1,1,00091,1
37228,DB00091,55893,-1,1,00091,1
37229,DB00091,367,-1,1,00091,1
37230,DB00091,7106,-1,1,00091,1
37231,DB00091,5980,-1,1,00091,1
37232,DB00091,55284,1,1,00091,1
37233,DB00091,5205,-1,1,00091,1
37234,DB00091,2589,-1,1,00091,1
37235,DB00091,23358,1,1,00091,1
37236,DB00091,23042,-1,1,00091,1
37237,DB00091,9780,1,1,00091,1
37238,DB00091,6832,1,1,00091,1
37239,DB00091,7422,1,1,00091,1
37240,DB00091,84263,-1,1,00091,1
37241,DB00091,27068,-1,1,00091,1
37242,DB00091,10892,-1,1,00091,1
37243,DB00091,57862,1,1,00091,1
37244,DB00091,80194,-1,1,00091,1
37245,DB00091,3673,1,1,00091,1
37246,DB00091,6304,-1,1,00091,1
37247,DB00091,51292,-1,1,00091,1
37248,DB00091,2820,-1,1,00091,1
37249,DB00091,316,-1,1,00091,1
37250,DB00091,9788,-1,1,00091,1
37251,DB00091,8140,-1,1,00091,1
37252,DB00091,55718,1,1,00091,1
37253,DB00091,23505,1,1,00091,1
37254,DB00091,100507436,1,1,00091,1
37255,DB00091,9771,-1,1,00091,1
37256,DB00091,2932,-1,1,00091,1
37257,DB00091,898,-1,1,00091,1
37258,DB00091,23351,1,1,00091,1
37259,DB00091,8971,1,1,00091,1
37260,DB00091,51341,1,1,00091,1
37261,DB00091,2288,1,1,00091,1
37262,DB00091,226,-1,1,00091,1
37263,DB00091,1613,1,1,00091,1
37264,DB00091,3344,1,1,00091,1
37265,DB00091,5134,-1,1,00091,1
37266,DB00091,23097,-1,1,00091,1
37267,DB00091,10352,1,1,00091,1
37268,DB00091,151230,-1,1,00091,1
37269,DB00091,1477,-1,1,00091,1
37270,DB00091,79184,-1,1,00091,1
37271,DB00091,79616,1,1,00091,1
37272,DB00091,5723,-1,1,00091,1
37273,DB00091,767,1,1,00091,1
37274,DB00091,2888,-1,1,00091,1
37275,DB00091,891,-1,1,00091,1
37276,DB00091,29078,1,1,00091,1
37277,DB00091,79786,1,1,00091,1
37278,DB00091,79682,-1,1,00091,1
37279,DB00091,5898,1,1,00091,1
37280,DB00091,2030,-1,1,00091,1
37281,DB00091,8566,1,1,00091,1
37282,DB00091,51141,-1,1,00091,1
37283,DB00091,5682,1,1,00091,1
37284,DB00091,64087,-1,1,00091,1
37285,DB00091,5372,1,1,00091,1
37286,DB00091,10138,1,1,00091,1
37287,DB00091,50486,-1,1,00091,1
37288,DB00091,1950,1,1,00091,1
37289,DB00091,59307,-1,1,00091,1
37290,DB00091,960,1,1,00091,1
37291,DB00091,6372,-1,1,00091,1
37292,DB00091,5166,-1,1,00091,1
37293,DB00091,3480,-1,1,00091,1
37294,DB00091,2805,-1,1,00091,1
37295,DB00091,65123,-1,1,00091,1
37296,DB00091,64848,1,1,00091,1
37297,DB00091,54832,-1,1,00091,1
37298,DB00091,245812,-1,1,00091,1
37299,DB00091,1837,1,1,00091,1
37300,DB00091,7965,1,1,00091,1
37301,DB00091,22885,1,1,00091,1
37302,DB00091,10970,-1,1,00091,1
37303,DB00091,2998,-1,1,00091,1
37304,DB00091,6452,1,1,00091,1
37305,DB00091,23327,-1,1,00091,1
37306,DB00091,10763,1,1,00091,1
37307,DB00091,51693,-1,1,00091,1
37308,DB00091,64864,-1,1,00091,1
37309,DB00091,80146,-1,1,00091,1
37310,DB00091,79754,-1,1,00091,1
37311,DB00091,79656,-1,1,00091,1
37312,DB00091,10200,-1,1,00091,1
37313,DB00091,51172,-1,1,00091,1
37314,DB00091,7347,1,1,00091,1
37315,DB00091,4234,1,1,00091,1
37316,DB00091,8690,-1,1,00091,1
37317,DB00091,6711,1,1,00091,1
37318,DB00091,54531,1,1,00091,1
37319,DB00091,2332,-1,1,00091,1
37320,DB00091,4763,-1,1,00091,1
37321,DB00091,5565,-1,1,00091,1
37322,DB00091,10552,-1,1,00091,1
37323,DB00091,10962,1,1,00091,1
37324,DB00091,5604,1,1,00091,1
37325,DB00091,3082,-1,1,00091,1
37326,DB00091,5817,1,1,00091,1
37327,DB00091,440,1,1,00091,1
37328,DB00091,1850,1,1,00091,1
37329,DB00091,1646,1,1,00091,1
37330,DB00091,5250,-1,1,00091,1
37331,DB00091,5903,-1,1,00091,1
37332,DB00091,23229,-1,1,00091,1
37333,DB00091,211,1,1,00091,1
37334,DB00091,375,1,1,00091,1
37335,DB00091,7767,-1,1,00091,1
37336,DB00091,10110,-1,1,00091,1
37337,DB00091,205564,1,1,00091,1
37338,DB00091,221443,1,1,00091,1
37339,DB00091,56062,-1,1,00091,1
37340,DB00091,79149,-1,1,00091,1
37341,DB00091,55006,-1,1,00091,1
37342,DB00091,22809,1,1,00091,1
37343,DB00091,55768,1,1,00091,1
37344,DB00091,81555,1,1,00091,1
37345,DB00091,55031,1,1,00091,1
37346,DB00091,10400,1,1,00091,1
37347,DB00091,5047,1,1,00091,1
37348,DB00091,64859,1,1,00091,1
37349,DB00091,1652,-1,1,00091,1
37350,DB00091,5557,-1,1,00091,1
37351,DB00091,56943,-1,1,00091,1
37352,DB00091,54956,1,1,00091,1
37353,DB00091,9988,1,1,00091,1
37354,DB00091,10970,-1,1,00091,1
37355,DB00091,48,-1,1,00091,1
37356,DB00091,7076,1,1,00091,1
37357,DB00091,10381,-1,1,00091,1
37358,DB00091,1725,1,1,00091,1
37359,DB00091,185,-1,1,00091,1
37360,DB00091,26207,1,1,00091,1
37361,DB00091,54892,-1,1,00091,1
37362,DB00091,63924,-1,1,00091,1
37363,DB00091,9468,-1,1,00091,1
37364,DB00091,55526,-1,1,00091,1
37365,DB00091,55568,1,1,00091,1
37366,DB00091,92,-1,1,00091,1
37367,DB00091,7107,1,1,00091,1
37368,DB00091,26960,-1,1,00091,1
37369,DB00091,1535,-1,1,00091,1
37370,DB00091,6156,1,1,00091,1
37371,DB00091,5888,-1,1,00091,1
37372,DB00091,23023,-1,1,00091,1
37373,DB00091,2035,1,1,00091,1
37374,DB00091,5635,-1,1,00091,1
37375,DB00091,5324,-1,1,00091,1
37376,DB00091,10098,1,1,00091,1
37377,DB00091,64863,-1,1,00091,1
37378,DB00091,8804,-1,1,00091,1
37379,DB00091,4175,-1,1,00091,1
37380,DB00091,23239,-1,1,00091,1
37381,DB00091,344,-1,1,00091,1
37382,DB00091,84779,-1,1,00091,1
37383,DB00091,22850,1,1,00091,1
37384,DB00091,2252,-1,1,00091,1
37385,DB00091,60526,-1,1,00091,1
37386,DB00091,1938,-1,1,00091,1
37387,DB00091,5093,1,1,00091,1
37388,DB00091,11124,1,1,00091,1
37389,DB00091,10947,1,1,00091,1
37390,DB00091,4597,-1,1,00091,1
37391,DB00091,686,-1,1,00091,1
37392,DB00091,9905,-1,1,00091,1
37393,DB00091,51100,1,1,00091,1
37394,DB00091,79585,1,1,00091,1
37395,DB00091,9052,-1,1,00091,1
37396,DB00091,22996,1,1,00091,1
37397,DB00091,7158,1,1,00091,1
37398,DB00091,54908,-1,1,00091,1
37399,DB00091,3162,-1,1,00091,1
37400,DB00091,8727,1,1,00091,1
37401,DB00091,9139,1,1,00091,1
37402,DB00091,3613,-1,1,00091,1
37403,DB00091,1476,-1,1,00091,1
37404,DB00091,7633,1,1,00091,1
37405,DB00091,4864,1,1,00091,1
37406,DB00091,79006,-1,1,00091,1
37407,DB00091,259266,-1,1,00091,1
37408,DB00091,55511,-1,1,00091,1
37409,DB00091,224,-1,1,00091,1
37410,DB00091,64757,-1,1,00091,1
37411,DB00091,64747,-1,1,00091,1
37412,DB00091,6731,1,1,00091,1
37413,DB00091,5532,-1,1,00091,1
37414,DB00091,3026,-1,1,00091,1
37415,DB00091,11013,-1,1,00091,1
37416,DB00091,10162,-1,1,00091,1
37417,DB00091,2145,1,1,00091,1
37418,DB00091,1141,-1,1,00091,1
37419,DB00091,170960,1,1,00091,1
37420,DB00091,57728,1,1,00091,1
37421,DB00091,10788,-1,1,00091,1
37422,DB00091,8535,1,1,00091,1
37423,DB00091,26227,1,1,00091,1
37424,DB00091,8895,-1,1,00091,1
37425,DB00091,3107,1,1,00091,1
37426,DB00091,23399,1,1,00091,1
37427,DB00091,3574,-1,1,00091,1
37428,DB00091,57406,-1,1,00091,1
37429,DB00091,2690,-1,1,00091,1
37430,DB00091,8050,1,1,00091,1
37431,DB00091,64761,-1,1,00091,1
37432,DB00091,9936,-1,1,00091,1
37433,DB00091,928,1,1,00091,1
37434,DB00091,56926,1,1,00091,1
37435,DB00091,4982,-1,1,00091,1
37436,DB00091,4522,-1,1,00091,1
37437,DB00091,3832,-1,1,00091,1
37438,DB00091,79783,-1,1,00091,1
37439,DB00091,23335,1,1,00091,1
37440,DB00091,79586,-1,1,00091,1
37441,DB00091,55160,-1,1,00091,1
37442,DB00091,23049,-1,1,00091,1
37443,DB00091,23014,-1,1,00091,1
37444,DB00091,10425,1,1,00091,1
37445,DB00091,9933,1,1,00091,1
37446,DB00091,11001,-1,1,00091,1
37447,DB00091,8233,1,1,00091,1
37448,DB00091,8882,1,1,00091,1
37449,DB00091,9337,-1,1,00091,1
37450,DB00091,10404,-1,1,00091,1
37451,DB00091,8898,1,1,00091,1
37452,DB00091,10725,-1,1,00091,1
37453,DB00091,57820,1,1,00091,1
37454,DB00091,22900,1,1,00091,1
37455,DB00091,1164,-1,1,00091,1
37456,DB00091,821,1,1,00091,1
37457,DB00091,22882,-1,1,00091,1
37458,DB00091,4061,-1,1,00091,1
37459,DB00091,29115,1,1,00091,1
37460,DB00091,79675,-1,1,00091,1
37461,DB00091,5334,-1,1,00091,1
37462,DB00091,1602,-1,1,00091,1
37463,DB00091,5498,-1,1,00091,1
37464,DB00091,10903,1,1,00091,1
37465,DB00091,7064,1,1,00091,1
37466,DB00091,23378,1,1,00091,1
37467,DB00091,64427,-1,1,00091,1
37468,DB00091,1603,1,1,00091,1
37469,DB00091,4638,-1,1,00091,1
37470,DB00091,1298,-1,1,00091,1
37471,DB00091,23310,-1,1,00091,1
37472,DB00091,6906,-1,1,00091,1
37473,DB00091,6397,1,1,00091,1
37474,DB00091,9334,-1,1,00091,1
37475,DB00091,9522,-1,1,00091,1
37476,DB00091,9551,-1,1,00091,1
37477,DB00091,1441,-1,1,00091,1
37478,DB00091,9645,1,1,00091,1
37479,DB00091,10370,-1,1,00091,1
37480,DB00091,1119,-1,1,00091,1
37481,DB00091,10564,1,1,00091,1
37482,DB00091,81627,-1,1,00091,1
37483,DB00091,23371,-1,1,00091,1
37484,DB00091,53340,-1,1,00091,1
37485,DB00091,29760,-1,1,00091,1
37486,DB00091,7461,1,1,00091,1
37487,DB00091,80071,-1,1,00091,1
37488,DB00091,1543,-1,1,00091,1
37489,DB00091,79974,-1,1,00091,1
37490,DB00091,7318,-1,1,00091,1
37491,DB00091,26578,-1,1,00091,1
37492,DB00091,10924,-1,1,00091,1
37493,DB00091,23049,-1,1,00091,1
37494,DB00091,10154,-1,1,00091,1
37495,DB00091,8565,1,1,00091,1
37496,DB00091,24139,1,1,00091,1
37497,DB00091,6227,1,1,00091,1
37498,DB00091,4836,-1,1,00091,1
37499,DB00091,80324,1,1,00091,1
37500,DB00091,1287,-1,1,00091,1
37501,DB00091,10841,-1,1,00091,1
37502,DB00091,11046,-1,1,00091,1
37503,DB00091,602,-1,1,00091,1
37504,DB00091,972,-1,1,00091,1
37505,DB00091,1945,-1,1,00091,1
37506,DB00091,957,-1,1,00091,1
37507,DB00091,9270,-1,1,00091,1
37508,DB00091,1058,-1,1,00091,1
37509,DB00091,3959,-1,1,00091,1
37510,DB00091,83737,1,1,00091,1
37511,DB00091,343,1,1,00091,1
37512,DB00091,3437,-1,1,00091,1
37513,DB00091,10587,-1,1,00091,1
37514,DB00091,6822,-1,1,00091,1
37515,DB00091,9657,1,1,00091,1
37516,DB00091,55215,-1,1,00091,1
37517,DB00091,7283,-1,1,00091,1
37518,DB00091,90411,1,1,00091,1
37519,DB00091,23670,-1,1,00091,1
37520,DB00091,4758,1,1,00091,1
37521,DB00091,84869,-1,1,00091,1
37522,DB00091,10199,1,1,00091,1
37523,DB00091,54677,-1,1,00091,1
37524,DB00091,9889,1,1,00091,1
37525,DB00091,80254,1,1,00091,1
37526,DB00091,55222,-1,1,00091,1
37527,DB00091,64283,-1,1,00091,1
37528,DB00091,23586,1,1,00091,1
