416,1437,-1
416,7402,1
416,3553,-1
416,5243,1
416,7124,-1
416,3569,-1
84,55062,1
84,83729,1
84,6517,1
84,2950,-1
84,64838,1
84,6309,1
84,1813,1
84,440,-1
84,2194,1
84,6319,1
84,3156,1
84,79153,1
84,12,1
84,1392,-1
84,5243,-1
84,9444,1
84,3949,1
100,154,-1
100,4313,-1
100,5243,1
100,5743,-1
100,4318,-1
373,55422,1
373,7813,-1
373,3269,1
373,7026,-1
373,6493,-1
373,558,-1
373,9793,-1
373,4783,1
373,1317,1
373,5042,-1
373,890,-1
373,6241,-1
373,347733,-1
373,51265,1
373,10912,1
373,55930,-1
373,2551,1
373,64759,-1
373,55892,1
373,5932,-1
373,24144,1
373,6884,1
373,1958,1
373,79753,1
373,5930,1
373,7728,1
373,2896,1
373,11113,-1
373,7003,1
373,84669,1
373,51085,1
373,8609,1
373,9419,1
373,7975,1
373,6790,-1
373,7265,1
373,7157,-1
373,3486,-1
373,3638,1
373,5611,1
373,4173,-1
373,22847,1
373,23309,1
373,25888,1
373,6303,1
373,4597,1
373,4627,-1
373,83461,-1
373,26271,-1
373,10769,-1
373,10926,-1
373,4601,1
373,10781,1
373,3320,1
373,580,-1
373,9133,-1
373,79817,-1
373,545,-1
373,1475,1
373,2202,-1
373,9585,-1
373,23061,-1
373,7556,1
373,4430,-1
373,146909,-1
373,4609,-1
373,3298,1
373,7153,-1
373,374,-1
373,29899,-1
373,10782,1
373,10202,1
373,55466,1
373,4097,1
373,26040,-1
373,4501,1
373,162972,1
373,1031,-1
373,5252,1
373,51606,1
373,3188,1
373,170960,1
373,23237,1
373,4603,-1
373,10112,-1
373,665,1
373,8812,1
373,79813,-1
373,7767,1
373,677,-1
373,9212,-1
373,163131,1
373,6648,1
373,23099,1
373,2064,-1
373,1289,-1
373,51129,-1
373,23471,-1
373,23462,1
373,10520,1
373,2295,-1
373,528,1
373,5626,1
373,51700,1
373,1054,1
373,538,1
373,10514,-1
373,1282,-1
373,6102,1
373,6711,-1
373,81930,-1
373,29127,-1
373,79132,1
373,4919,-1
373,11001,-1
373,23276,1
373,8731,1
373,5154,-1
373,1058,-1
373,10808,1
373,4116,1
373,5681,-1
373,6397,1
373,4496,1
373,3310,1
373,22974,-1
373,2959,1
373,6322,1
373,2730,1
373,7422,1
373,9918,-1
373,1021,-1
373,143,-1
373,26353,1
373,57180,-1
373,9518,1
373,2669,1
373,7633,1
373,9958,1
373,64786,1
373,10049,1
373,1690,-1
373,1191,1
373,2354,1
373,7554,1
373,9969,1
373,597,-1
373,7702,1
373,4495,1
373,9833,-1
373,8178,1
373,51585,1
373,8971,-1
373,26994,1
373,113251,1
373,678,-1
373,8233,1
373,5783,-1
373,466,1
373,3337,1
373,6018,1
373,2353,1
373,8013,1
373,3669,1
373,4175,-1
373,11078,-1
373,7739,-1
373,9412,1
373,7270,1
373,4616,1
373,26235,-1
373,57335,1
373,51382,1
373,3652,-1
373,26959,1
373,8941,1
373,1515,1
373,3164,1
373,6721,1
373,9787,-1
373,4299,1
373,3667,-1
373,7533,-1
373,5325,-1
373,10658,1
373,3148,-1
373,3985,-1
373,2048,-1
373,546,-1
373,7402,-1
373,23380,-1
373,1027,-1
373,4001,-1
373,1390,1
373,4772,1
373,113457,-1
373,3833,-1
373,891,-1
373,80012,1
373,10403,-1
373,4502,1
373,221981,-1
373,6016,1
373,991,-1
373,51362,1
373,9493,-1
373,10745,1
373,7776,1
373,7559,1
373,4494,1
373,7673,1
373,10914,1
373,51512,-1
373,9232,-1
373,55145,1
373,3364,1
373,9925,1
373,667,-1
373,55290,1
373,9603,-1
373,84124,1
373,169611,-1
373,83744,1
373,55602,1
373,11098,-1
373,50486,-1
373,4189,1
373,1112,1
373,7042,-1
373,113835,1
373,6286,1
373,526,1
373,84722,-1
373,57761,1
373,8559,1
373,51147,1
373,1185,1
373,23363,-1
115,5573,-1
115,57761,1
115,1589,-1
115,1584,1
115,7040,-1
115,6240,1
115,3283,-1
115,5270,1
115,1586,-1
115,1327,-1
115,1576,1
115,6770,-1
273,4501,-1
273,5054,1
273,57817,1
273,3651,-1
273,2876,-1
273,3576,1
273,3034,1
273,10891,1
273,4496,-1
273,4493,-1
273,6401,1
273,4502,-1
273,1906,1
273,9619,1
273,29893,1
273,4843,1
338,3162,1
338,5320,-1
338,8490,-1
338,5799,1
338,654,-1
338,5355,1
338,7019,-1
338,467,1
338,9013,-1
338,1728,1
338,429,1
338,4826,1
338,4735,1
338,929,-1
338,3487,-1
338,440,1
338,6649,-1
338,836,-1
338,3553,-1
338,9516,1
338,5764,-1
338,317,-1
338,3554,-1
338,7453,1
338,1676,-1
338,23531,1
338,2145,1
338,3485,1
338,6319,-1
338,10379,1
338,2060,1
338,55,1
338,7704,-1
338,1877,1
338,9474,1
338,5592,-1
338,1960,-1
338,5371,-1
338,2260,-1
338,7040,1
338,811,-1
338,1616,-1
338,2968,1
338,354,-1
338,2033,1
338,2961,1
338,10528,-1
338,2941,1
338,4130,-1
338,6774,-1
338,8434,1
338,1543,-1
338,3725,-1
338,2316,-1
338,836,-1
338,7375,-1
338,6938,1
338,6774,-1
338,4862,1
338,4791,-1
246,56890,-1
246,56033,1
246,8369,-1
246,478,1
246,51702,1
246,25797,1
246,3569,1
246,4884,1
246,10855,1
246,6785,1
246,64137,1
246,3784,1
246,79068,-1
246,1475,1
246,7157,-1
246,84288,-1
246,4501,1
246,51440,1
246,1013,1
246,64799,-1
246,3823,-1
246,10892,-1
246,25907,1
246,150726,1
246,2898,-1
246,78986,1
246,285203,-1
246,23327,-1
246,63928,1
246,4953,1
246,753,1
246,5630,1
246,4486,1
246,3115,1
246,84951,1
246,57337,-1
246,55691,-1
246,4811,1
246,83478,-1
246,309,1
246,10302,-1
246,1364,1
246,79412,1
246,3748,1
246,26953,-1
246,2045,-1
246,3778,1
246,79722,1
246,3429,1
246,2628,1
246,154,1
246,5650,1
246,8837,-1
246,1612,-1
246,112479,-1
246,7852,1
246,79983,-1
246,360,-1
246,5729,-1
246,219699,1
246,79846,-1
246,8406,1
246,885,1
246,6309,-1
246,11113,-1
246,10647,1
246,28986,1
246,3357,-1
246,26190,-1
246,54507,1
246,762,1
246,440,1
246,4868,1
246,55801,-1
246,3547,1
246,55740,-1
246,9636,1
246,7551,-1
246,8744,1
246,80195,-1
246,5577,1
246,177,-1
246,7062,1
246,89795,1
246,115207,1
246,467,1
246,80830,-1
246,6196,1
246,2797,1
246,79152,1
246,822,1
246,482,1
246,348,1
246,51303,1
246,1969,1
246,6253,1
246,5828,-1
246,5880,1
246,408,-1
246,81847,-1
246,9824,-1
246,92815,-1
246,6347,1
246,9971,-1
246,27239,1
246,9473,1
246,92104,-1
246,79800,-1
246,25960,1
246,1081,1
246,6354,1
246,64795,-1
246,8788,1
246,29799,-1
246,1848,1
246,56301,1
246,7018,-1
246,80328,1
246,25769,1
246,7404,-1
246,51123,-1
246,9400,-1
246,2330,-1
246,151,1
246,1356,-1
246,2804,-1
246,79768,-1
246,58495,1
246,9610,1
246,1852,1
246,23676,-1
246,1178,1
246,51200,1
246,30009,1
246,3805,-1
246,2252,-1
246,5521,1
246,25984,1
246,6624,1
246,525,-1
246,3780,1
246,1436,1
246,55521,1
246,25862,-1
246,4313,1
246,3134,1
246,3268,-1
246,58528,1
246,54816,-1
246,80303,1
246,10148,1
246,8785,1
246,29123,-1
246,10677,-1
246,26038,1
246,2637,1
246,6506,1
246,8243,-1
246,10716,1
246,199731,1
246,3026,-1
246,5028,1
246,597,1
246,79366,1
246,10499,-1
246,26468,1
246,9477,-1
246,7761,-1
246,9563,-1
246,643,-1
246,10656,1
246,9435,1
246,23348,-1
246,22849,-1
246,5420,1
246,54550,-1
246,2781,1
246,27074,1
246,9856,-1
246,57209,-1
246,5270,1
246,3426,-1
246,3587,1
246,4155,-1
246,5829,1
246,3897,1
246,140461,-1
246,9499,1
246,79583,-1
246,3955,1
246,11160,-1
246,1117,-1
246,3149,-1
246,83737,-1
246,8712,1
246,79940,-1
246,8864,-1
246,684,1
246,140803,1
246,4741,1
246,1718,-1
246,2642,1
246,10610,-1
246,51533,-1
246,9659,1
246,55187,-1
246,3196,1
246,9595,-1
246,3166,1
246,8674,-1
246,2316,1
246,9770,1
246,6752,1
246,130,-1
246,1917,1
246,3687,1
246,4185,1
246,4675,1
246,26249,-1
246,3231,1
246,79364,-1
246,7095,-1
246,716,-1
246,2266,-1
246,8493,1
246,2921,1
246,9982,1
246,23237,1
246,53335,1
246,54762,1
246,22795,1
246,192670,-1
246,138050,-1
246,10186,1
246,8529,1
246,5562,1
246,7462,1
246,4861,1
246,8654,1
246,5029,1
246,146909,-1
246,1512,1
246,9617,-1
246,1381,1
246,2998,-1
246,9187,-1
246,29923,-1
246,23406,1
246,57718,1
246,57110,1
246,9244,1
246,79929,1
246,3250,-1
246,6926,1
246,11247,1
246,1043,1
246,11083,-1
246,29121,-1
246,11064,-1
246,55810,-1
246,10023,-1
246,3570,-1
246,4324,1
246,7421,1
246,27300,1
246,2919,1
246,4761,1
246,9794,-1
246,79365,1
246,23041,-1
246,6535,1
246,23057,1
246,472,-1
246,8537,-1
246,22852,-1
246,1305,1
246,4920,1
246,18,1
246,316,1
246,1365,1
246,3176,-1
246,140545,-1
246,4248,1
246,23392,-1
246,27345,1
246,56145,1
246,8913,1
246,8605,1
246,970,1
246,7080,1
246,26528,-1
246,57326,-1
246,51083,1
246,3866,1
246,11120,1
246,57157,-1
246,57863,1
246,1316,-1
246,51700,1
246,8638,1
246,284217,1
246,5174,-1
246,90141,-1
246,29802,1
246,4661,1
246,6364,1
246,3732,1
246,441024,-1
246,5346,-1
246,6546,1
246,4983,-1
246,26512,-1
246,79441,-1
246,80329,1
246,50717,-1
246,213,-1
246,4162,1
246,9783,1
246,3486,-1
246,5602,-1
246,5317,-1
246,3604,1
246,55110,-1
246,59272,1
246,974,1
246,1647,1
246,10750,-1
246,6653,1
246,7168,1
246,7425,1
246,4118,1
246,8787,1
246,9201,1
246,22834,-1
246,10021,1
246,140290,-1
246,2674,1
246,64375,-1
246,5271,1
246,23554,1
246,3755,1
246,84159,-1
246,2983,1
246,26052,1
246,79012,1
246,7481,1
246,79772,1
246,6352,1
246,22875,1
246,51450,1
246,347733,1
246,925,1
246,8728,1
246,9355,1
246,26040,-1
246,1911,-1
246,11182,1
246,26353,1
246,5156,1
246,8477,1
246,55779,-1
246,81571,-1
246,2775,1
246,64940,-1
246,4794,1
246,10501,1
246,398,1
246,27306,1
246,3800,1
246,85352,1
246,4900,1
246,56475,1
246,55679,1
246,4843,1
246,9975,-1
246,7124,1
246,8817,1
246,11240,1
246,23596,-1
246,1136,1
246,9518,1
246,50649,1
246,9672,1
246,7128,1
246,3885,1
246,6004,1
246,57338,1
246,7262,1
246,3394,1
246,4599,1
246,10154,-1
246,11037,1
246,27128,1
246,5075,1
246,10144,-1
246,2822,-1
246,10846,-1
246,52,-1
246,10325,-1
246,79047,-1
246,29890,-1
246,22986,-1
